CustomerID,Recency,Frequency,MonetaryValue,R_Quartile,F_Quartile,M_Quartile,RFMClass,RFM_Score,Customer Segment
15185,22,21,5170,1,2,2,122,5,Attention Needed Customers
15186,5,19,4570,3,2,2,322,7,Loyal Customers
15187,1,93,22670,4,3,3,433,10,Most Loyal Customer
15189,1,232,54930,4,4,4,444,12,Most Loyal Customer
15192,24,51,13150,1,3,3,133,7,Potential Loyalists Customers
15193,1,19,4310,4,2,2,422,8,Loyal Customers
15194,1,326,78890,4,4,4,444,12,Most Loyal Customer
15195,169,1,290,1,1,1,111,3,Lost Customers
15197,1,36,8480,4,2,2,422,8,Loyal Customers
15198,88,10,2590,1,1,1,111,3,Lost Customers
15199,7,13,3340,2,1,1,211,4,Lost Customers
15201,1,97,22490,4,3,3,433,10,Most Loyal Customer
15203,1,142,33990,4,4,4,444,12,Most Loyal Customer
15204,45,9,2040,1,1,1,111,3,Lost Customers
15205,9,38,9230,2,2,2,222,6,Loyal Customers
15206,7,9,2120,2,1,1,211,4,Lost Customers
15208,8,43,10700,2,3,3,233,8,Loyal Customers
15210,21,20,5020,1,2,2,122,5,Attention Needed Customers
15211,5,52,12610,3,3,3,333,9,Most Loyal Customer
15212,1,7,1690,4,1,1,411,6,Potential Loyalists Customers
15213,1,25,5700,4,2,2,422,8,Loyal Customers
15214,3,110,26440,3,4,4,344,11,Most Loyal Customer
15215,1,43,10020,4,3,2,432,9,Most Loyal Customer
15216,101,2,480,1,1,1,111,3,Lost Customers
15218,4,166,40070,3,4,4,344,11,Most Loyal Customer
15219,154,9,2190,1,1,1,111,3,Lost Customers
15220,1,119,28180,4,4,4,444,12,Most Loyal Customer
15221,39,11,2870,1,1,1,111,3,Lost Customers
15222,11,5,1090,2,1,1,211,4,Lost Customers
15223,1,32,7660,4,2,2,422,8,Loyal Customers
15224,23,16,3760,1,1,1,111,3,Lost Customers
15225,1,23,5180,4,2,2,422,8,Loyal Customers
15226,67,8,1880,1,1,1,111,3,Lost Customers
15227,1,58,13990,4,3,3,433,10,Most Loyal Customer
15228,14,126,30440,2,4,4,244,10,Most Loyal Customer
15230,8,23,5560,2,2,2,222,6,Loyal Customers
15232,6,31,7110,2,2,2,222,6,Loyal Customers
15234,15,14,3130,2,1,1,211,4,Lost Customers
15235,1,143,34180,4,4,4,444,12,Most Loyal Customer
15236,8,15,3480,2,1,1,211,4,Lost Customers
15237,1,99,23390,4,3,3,433,10,Most Loyal Customer
15238,2,52,12800,3,3,3,333,9,Most Loyal Customer
15239,1,52,13320,4,3,3,433,10,Most Loyal Customer
15240,1,83,20190,4,3,3,433,10,Most Loyal Customer
15241,2,111,26570,3,4,4,344,11,Most Loyal Customer
15243,9,22,5310,2,2,2,222,6,Loyal Customers
15244,1,34,8230,4,2,2,422,8,Loyal Customers
15245,3,89,21640,3,3,3,333,9,Most Loyal Customer
15246,9,33,8040,2,2,2,222,6,Loyal Customers
15247,93,6,1540,1,1,1,111,3,Lost Customers
15249,1,358,86170,4,4,4,444,12,Most Loyal Customer
15251,1,121,28700,4,4,4,444,12,Most Loyal Customer
15252,13,44,10780,2,3,3,233,8,Loyal Customers
15253,2,55,13460,3,3,3,333,9,Most Loyal Customer
15254,3,18,4130,3,2,2,322,7,Loyal Customers
15255,1,47,10650,4,3,3,433,10,Most Loyal Customer
15256,45,6,1360,1,1,1,111,3,Lost Customers
15257,108,8,1870,1,1,1,111,3,Lost Customers
15258,8,34,8450,2,2,2,222,6,Loyal Customers
15260,1,78,19300,4,3,3,433,10,Most Loyal Customer
15261,22,19,4930,1,2,2,122,5,Attention Needed Customers
15262,3,10,2300,3,1,1,311,5,Potential Loyalists Customers
15263,46,12,2750,1,1,1,111,3,Lost Customers
15264,1,23,5550,4,2,2,422,8,Loyal Customers
15265,1,82,19020,4,3,3,433,10,Most Loyal Customer
15266,3,6,1350,3,1,1,311,5,Potential Loyalists Customers
15267,29,11,2490,1,1,1,111,3,Lost Customers
15269,12,2,420,2,1,1,211,4,Lost Customers
15270,1,48,11320,4,3,3,433,10,Most Loyal Customer
15271,1,275,65410,4,4,4,444,12,Most Loyal Customer
15272,2,63,15370,3,3,3,333,9,Most Loyal Customer
15274,10,47,11080,2,3,3,233,8,Loyal Customers
15275,1,42,10120,4,2,3,423,9,Most Loyal Customer
15276,1,52,12410,4,3,3,433,10,Most Loyal Customer
15277,91,12,2870,1,1,1,111,3,Lost Customers
15279,7,21,5290,2,2,2,222,6,Loyal Customers
15280,7,16,3910,2,1,1,211,4,Lost Customers
15281,2,150,35040,3,4,4,344,11,Most Loyal Customer
15286,61,3,740,1,1,1,111,3,Lost Customers
15287,7,21,5300,2,2,2,222,6,Loyal Customers
15288,9,88,21070,2,3,3,233,8,Loyal Customers
15289,20,59,13860,1,3,3,133,7,Potential Loyalists Customers
15290,1,212,50600,4,4,4,444,12,Most Loyal Customer
15291,3,109,25740,3,4,4,344,11,Most Loyal Customer
15292,9,25,5790,2,2,2,222,6,Loyal Customers
15296,3,200,46790,3,4,4,344,11,Most Loyal Customer
15297,5,41,10180,3,2,3,323,8,Loyal Customers
15298,2,194,46770,3,4,4,344,11,Most Loyal Customer
15299,9,12,2970,2,1,1,211,4,Lost Customers
15300,11,28,7130,2,2,2,222,6,Loyal Customers
15301,5,247,60090,3,4,4,344,11,Most Loyal Customer
15303,1,31,6830,4,2,2,422,8,Loyal Customers
15304,4,26,6410,3,2,2,322,7,Loyal Customers
15306,11,58,14000,2,3,3,233,8,Loyal Customers
15307,19,12,2840,1,1,1,111,3,Lost Customers
15308,19,21,5230,1,2,2,122,5,Attention Needed Customers
15311,1,2491,594320,4,4,4,444,12,Most Loyal Customer
15312,8,48,11320,2,3,3,233,8,Loyal Customers
15313,94,1,170,1,1,1,111,3,Lost Customers
15314,23,24,5800,1,2,2,122,5,Attention Needed Customers
15315,12,38,8480,2,2,2,222,6,Loyal Customers
15316,22,1,230,1,1,1,111,3,Lost Customers
15318,1,33,7900,4,2,2,422,8,Loyal Customers
15319,14,16,3820,2,1,1,211,4,Lost Customers
15320,16,36,8510,2,2,2,222,6,Loyal Customers
15321,4,106,24660,3,4,4,344,11,Most Loyal Customer
15322,3,49,12020,3,3,3,333,9,Most Loyal Customer
15325,1,49,11770,4,3,3,433,10,Most Loyal Customer
15326,10,29,6990,2,2,2,222,6,Loyal Customers
15327,49,10,2320,1,1,1,111,3,Lost Customers
15329,1,62,14540,4,3,3,433,10,Most Loyal Customer
15330,22,13,3350,1,1,1,111,3,Lost Customers
15332,5,35,8190,3,2,2,322,7,Loyal Customers
15333,9,16,3460,2,1,1,211,4,Lost Customers
15334,2,99,24790,3,3,4,334,10,Most Loyal Customer
15335,12,36,8610,2,2,2,222,6,Loyal Customers
15339,2,88,21480,3,3,3,333,9,Most Loyal Customer
15341,69,17,4250,1,1,2,112,4,Almost Lost Customers
15342,4,26,5710,3,2,2,322,7,Loyal Customers
15343,21,21,5000,1,2,2,122,5,Attention Needed Customers
15344,2,32,7500,3,2,2,322,7,Loyal Customers
15345,1,23,5500,4,2,2,422,8,Loyal Customers
15346,1,17,3910,4,1,1,411,6,Potential Loyalists Customers
15347,40,5,1170,1,1,1,111,3,Lost Customers
15348,131,9,2310,1,1,1,111,3,Lost Customers
15349,5,72,17780,3,3,3,333,9,Most Loyal Customer
15350,100,5,1160,1,1,1,111,3,Lost Customers
15351,1,233,55190,4,4,4,444,12,Most Loyal Customer
15353,17,63,15840,2,3,3,233,8,Loyal Customers
15355,11,14,3450,2,1,1,211,4,Lost Customers
15356,1,519,121850,4,4,4,444,12,Most Loyal Customer
15358,1,561,132590,4,4,4,444,12,Most Loyal Customer
15360,44,13,3130,1,1,1,111,3,Lost Customers
15361,17,7,1470,2,1,1,211,4,Lost Customers
15363,20,17,4160,1,1,2,112,4,Almost Lost Customers
15364,17,29,6970,2,2,2,222,6,Loyal Customers
15365,2,151,34760,3,4,4,344,11,Most Loyal Customer
15366,1,44,10540,4,3,3,433,10,Most Loyal Customer
15367,4,96,23520,3,3,3,333,9,Most Loyal Customer
15368,101,4,870,1,1,1,111,3,Lost Customers
15369,190,1,240,1,1,1,111,3,Lost Customers
15370,2,95,23470,3,3,3,333,9,Most Loyal Customer
15372,20,27,6350,1,2,2,122,5,Attention Needed Customers
15373,5,137,33760,3,4,4,344,11,Most Loyal Customer
15374,6,3,790,2,1,1,211,4,Lost Customers
15376,3,117,27990,3,4,4,344,11,Most Loyal Customer
15379,6,196,47270,2,4,4,244,10,Most Loyal Customer
15380,6,37,9310,2,2,2,222,6,Loyal Customers
15381,55,8,2010,1,1,1,111,3,Lost Customers
15382,1,306,74440,4,4,4,444,12,Most Loyal Customer
15384,4,43,10820,3,3,3,333,9,Most Loyal Customer
15385,15,12,2810,2,1,1,211,4,Lost Customers
15386,8,31,7300,2,2,2,222,6,Loyal Customers
15388,22,10,2120,1,1,1,111,3,Lost Customers
15389,158,1,270,1,1,1,111,3,Lost Customers
15392,6,85,20870,2,3,3,233,8,Loyal Customers
15393,1,12,3030,4,1,1,411,6,Potential Loyalists Customers
15394,2,85,20490,3,3,3,333,9,Most Loyal Customer
15395,92,7,1650,1,1,1,111,3,Lost Customers
15396,26,14,3360,1,1,1,111,3,Lost Customers
15397,47,6,1450,1,1,1,111,3,Lost Customers
15398,1,74,17240,4,3,3,433,10,Most Loyal Customer
15399,1,50,12070,4,3,3,433,10,Most Loyal Customer
15400,29,13,3330,1,1,1,111,3,Lost Customers
15402,9,42,10160,2,2,3,223,7,Loyal Customers
15405,3,8,1680,3,1,1,311,5,Potential Loyalists Customers
15406,5,58,13530,3,3,3,333,9,Most Loyal Customer
15407,5,153,36910,3,4,4,344,11,Most Loyal Customer
15408,1,34,8390,4,2,2,422,8,Loyal Customers
15410,1,122,28740,4,4,4,444,12,Most Loyal Customer
15411,5,100,23380,3,3,3,333,9,Most Loyal Customer
15412,1,10,2290,4,1,1,411,6,Potential Loyalists Customers
15414,5,39,9180,3,2,2,322,7,Loyal Customers
15415,8,48,11910,2,3,3,233,8,Loyal Customers
15416,1,193,46650,4,4,4,444,12,Most Loyal Customer
15417,4,28,6350,3,2,2,322,7,Loyal Customers
15419,5,8,1800,3,1,1,311,5,Potential Loyalists Customers
15421,5,53,12380,3,3,3,333,9,Most Loyal Customer
15422,48,6,1320,1,1,1,111,3,Lost Customers
15423,232,2,390,1,1,1,111,3,Lost Customers
15424,1,17,3750,4,1,1,411,6,Potential Loyalists Customers
15426,2,300,71940,3,4,4,344,11,Most Loyal Customer
15427,2,306,72740,3,4,4,344,11,Most Loyal Customer
15428,42,6,1560,1,1,1,111,3,Lost Customers
15429,5,83,19610,3,3,3,333,9,Most Loyal Customer
15432,24,10,2620,1,1,1,111,3,Lost Customers
15433,7,53,12590,2,3,3,233,8,Loyal Customers
15434,6,59,13990,2,3,3,233,8,Loyal Customers
15435,10,29,6750,2,2,2,222,6,Loyal Customers
15436,1,329,77930,4,4,4,444,12,Most Loyal Customer
15437,1,45,10920,4,3,3,433,10,Most Loyal Customer
15438,1,25,5730,4,2,2,422,8,Loyal Customers
15440,3,62,14580,3,3,3,333,9,Most Loyal Customer
15442,56,2,450,1,1,1,111,3,Lost Customers
15443,2,385,93180,3,4,4,344,11,Most Loyal Customer
15444,3,219,52710,3,4,4,344,11,Most Loyal Customer
15445,96,5,1170,1,1,1,111,3,Lost Customers
15447,95,9,2220,1,1,1,111,3,Lost Customers
15448,37,28,7210,1,2,2,122,5,Attention Needed Customers
15449,11,62,14880,2,3,3,233,8,Loyal Customers
15450,13,30,7090,2,2,2,222,6,Loyal Customers
15452,6,58,13200,2,3,3,233,8,Loyal Customers
15453,1,286,67550,4,4,4,444,12,Most Loyal Customer
15454,1,25,5630,4,2,2,422,8,Loyal Customers
15456,1,60,14110,4,3,3,433,10,Most Loyal Customer
15457,5,58,14240,3,3,3,333,9,Most Loyal Customer
15458,27,7,1920,1,1,1,111,3,Lost Customers
15460,8,58,14100,2,3,3,233,8,Loyal Customers
15462,5,11,2460,3,1,1,311,5,Potential Loyalists Customers
15463,8,7,1750,2,1,1,211,4,Lost Customers
15464,6,157,38900,2,4,4,244,10,Most Loyal Customer
15465,8,104,25530,2,4,4,244,10,Most Loyal Customer
15466,8,57,14540,2,3,3,233,8,Loyal Customers
15467,1,53,12610,4,3,3,433,10,Most Loyal Customer
15468,6,29,7070,2,2,2,222,6,Loyal Customers
15469,1,27,6290,4,2,2,422,8,Loyal Customers
15471,5,77,18560,3,3,3,333,9,Most Loyal Customer
15472,1,76,17820,4,3,3,433,10,Most Loyal Customer
15473,127,14,3800,1,1,1,111,3,Lost Customers
15475,1,29,6840,4,2,2,422,8,Loyal Customers
15478,1,46,10840,4,3,3,433,10,Most Loyal Customer
15480,12,45,10980,2,3,3,233,8,Loyal Customers
15482,2,127,30460,3,4,4,344,11,Most Loyal Customer
15483,5,88,21030,3,3,3,333,9,Most Loyal Customer
15484,1,189,45320,4,4,4,444,12,Most Loyal Customer
15485,4,86,20590,3,3,3,333,9,Most Loyal Customer
15488,210,2,510,1,1,1,111,3,Lost Customers
15489,25,55,13450,1,3,3,133,7,Potential Loyalists Customers
15491,4,155,37010,3,4,4,344,11,Most Loyal Customer
15492,9,35,8010,2,2,2,222,6,Loyal Customers
15493,3,299,72190,3,4,4,344,11,Most Loyal Customer
15494,1,125,30770,4,4,4,444,12,Most Loyal Customer
15497,10,16,3880,2,1,1,211,4,Lost Customers
15498,1,523,126640,4,4,4,444,12,Most Loyal Customer
15500,1,68,15840,4,3,3,433,10,Most Loyal Customer
15502,2,252,60340,3,4,4,344,11,Most Loyal Customer
15503,2,70,16550,3,3,3,333,9,Most Loyal Customer
15504,6,13,2950,2,1,1,211,4,Lost Customers
15505,5,99,23730,3,3,3,333,9,Most Loyal Customer
15506,1,164,39340,4,4,4,444,12,Most Loyal Customer
15507,2,46,11500,3,3,3,333,9,Most Loyal Customer
15508,2,92,21410,3,3,3,333,9,Most Loyal Customer
15510,217,1,210,1,1,1,111,3,Lost Customers
15511,1,160,38430,4,4,4,444,12,Most Loyal Customer
15512,54,7,1620,1,1,1,111,3,Lost Customers
15513,1,314,75790,4,4,4,444,12,Most Loyal Customer
15514,1,218,51120,4,4,4,444,12,Most Loyal Customer
15516,43,15,3730,1,1,1,111,3,Lost Customers
15517,7,27,6580,2,2,2,222,6,Loyal Customers
15518,1,220,52630,4,4,4,444,12,Most Loyal Customer
15520,2,18,4290,3,2,2,322,7,Loyal Customers
15521,1,200,48310,4,4,4,444,12,Most Loyal Customer
15522,3,57,14010,3,3,3,333,9,Most Loyal Customer
15523,2,10,2180,3,1,1,311,5,Potential Loyalists Customers
15524,104,1,180,1,1,1,111,3,Lost Customers
15525,1,180,44070,4,4,4,444,12,Most Loyal Customer
15526,154,4,940,1,1,1,111,3,Lost Customers
15527,2,166,41100,3,4,4,344,11,Most Loyal Customer
15528,27,26,6380,1,2,2,122,5,Attention Needed Customers
15529,1,674,163330,4,4,4,444,12,Most Loyal Customer
15530,1,108,25870,4,4,4,444,12,Most Loyal Customer
15531,1,228,55030,4,4,4,444,12,Most Loyal Customer
15532,1,263,61960,4,4,4,444,12,Most Loyal Customer
15533,6,86,20760,2,3,3,233,8,Loyal Customers
15535,1,78,18910,4,3,3,433,10,Most Loyal Customer
15537,23,24,5920,1,2,2,122,5,Attention Needed Customers
15539,1,41,10110,4,2,3,423,9,Most Loyal Customer
15540,46,15,3740,1,1,1,111,3,Lost Customers
15541,34,29,6760,1,2,2,122,5,Attention Needed Customers
15543,17,28,6810,2,2,2,222,6,Loyal Customers
15544,1,261,62100,4,4,4,444,12,Most Loyal Customer
15545,1,81,19040,4,3,3,433,10,Most Loyal Customer
15547,1,702,166460,4,4,4,444,12,Most Loyal Customer
15549,1,116,28170,4,4,4,444,12,Most Loyal Customer
15550,8,61,14370,2,3,3,233,8,Loyal Customers
15551,2,29,6740,3,2,2,322,7,Loyal Customers
15552,9,17,4010,2,1,1,211,4,Lost Customers
15553,3,56,13370,3,3,3,333,9,Most Loyal Customer
15554,20,14,3200,1,1,1,111,3,Lost Customers
15555,1,925,220570,4,4,4,444,12,Most Loyal Customer
15556,1,31,7550,4,2,2,422,8,Loyal Customers
15557,16,20,4960,2,2,2,222,6,Loyal Customers
15561,36,31,7740,1,2,2,122,5,Attention Needed Customers
15562,268,1,290,1,1,1,111,3,Lost Customers
15563,1,117,28390,4,4,4,444,12,Most Loyal Customer
15565,32,8,1980,1,1,1,111,3,Lost Customers
15567,4,7,1560,3,1,1,311,5,Potential Loyalists Customers
15568,4,53,12370,3,3,3,333,9,Most Loyal Customer
15569,15,31,7550,2,2,2,222,6,Loyal Customers
15570,1,330,78840,4,4,4,444,12,Most Loyal Customer
15571,1,57,13010,4,3,3,433,10,Most Loyal Customer
15572,1,215,50610,4,4,4,444,12,Most Loyal Customer
15573,3,104,25490,3,4,4,344,11,Most Loyal Customer
15574,1,168,40180,4,4,4,444,12,Most Loyal Customer
15576,18,45,10640,1,3,3,133,7,Potential Loyalists Customers
15577,28,39,9310,1,2,2,122,5,Attention Needed Customers
15578,2,13,3300,3,1,1,311,5,Potential Loyalists Customers
15579,1,51,12540,4,3,3,433,10,Most Loyal Customer
15581,1,151,35400,4,4,4,444,12,Most Loyal Customer
15582,16,44,10610,2,3,3,233,8,Loyal Customers
15584,5,125,29940,3,4,4,344,11,Most Loyal Customer
15585,24,31,7750,1,2,2,122,5,Attention Needed Customers
15587,5,9,1970,3,1,1,311,5,Potential Loyalists Customers
15589,27,30,6820,1,2,2,122,5,Attention Needed Customers
15590,341,1,300,1,1,1,111,3,Lost Customers
15592,9,24,5960,2,2,2,222,6,Loyal Customers
15593,119,5,1110,1,1,1,111,3,Lost Customers
15594,1,104,24620,4,4,4,444,12,Most Loyal Customer
15596,3,84,20100,3,3,3,333,9,Most Loyal Customer
15597,1,23,5530,4,2,2,422,8,Loyal Customers
15598,31,16,3440,1,1,1,111,3,Lost Customers
15599,2,52,12190,3,3,3,333,9,Most Loyal Customer
15601,1,414,99050,4,4,4,444,12,Most Loyal Customer
15602,16,54,13690,2,3,3,233,8,Loyal Customers
15603,222,2,480,1,1,1,111,3,Lost Customers
15604,45,17,4030,1,1,1,111,3,Lost Customers
15605,4,67,15730,3,3,3,333,9,Most Loyal Customer
15606,1,91,21320,4,3,3,433,10,Most Loyal Customer
15607,19,13,3460,1,1,1,111,3,Lost Customers
15608,7,60,14600,2,3,3,233,8,Loyal Customers
15609,30,18,4120,1,2,2,122,5,Attention Needed Customers
15610,126,6,1500,1,1,1,111,3,Lost Customers
15611,2,45,10520,3,3,3,333,9,Most Loyal Customer
15612,47,6,1500,1,1,1,111,3,Lost Customers
15615,1,429,102430,4,4,4,444,12,Most Loyal Customer
15618,5,49,11410,3,3,3,333,9,Most Loyal Customer
15619,137,3,650,1,1,1,111,3,Lost Customers
15620,2,104,24560,3,4,4,344,11,Most Loyal Customer
15621,14,18,4740,2,2,2,222,6,Loyal Customers
15622,1,214,50860,4,4,4,444,12,Most Loyal Customer
15623,7,19,4400,2,2,2,222,6,Loyal Customers
15624,9,34,8320,2,2,2,222,6,Loyal Customers
15625,1,68,16390,4,3,3,433,10,Most Loyal Customer
15626,6,49,11950,2,3,3,233,8,Loyal Customers
15628,1,157,36390,4,4,4,444,12,Most Loyal Customer
15630,24,61,15050,1,3,3,133,7,Potential Loyalists Customers
15632,4,177,44020,3,4,4,344,11,Most Loyal Customer
15634,1,15,3580,4,1,1,411,6,Potential Loyalists Customers
15636,1,25,5770,4,2,2,422,8,Loyal Customers
15637,21,15,3630,1,1,1,111,3,Lost Customers
15638,184,2,510,1,1,1,111,3,Lost Customers
15639,22,25,6490,1,2,2,122,5,Attention Needed Customers
15640,1,495,117320,4,4,4,444,12,Most Loyal Customer
15641,4,119,28730,3,4,4,344,11,Most Loyal Customer
15643,2,36,8660,3,2,2,322,7,Loyal Customers
15644,3,238,57250,3,4,4,344,11,Most Loyal Customer
15645,3,52,13170,3,3,3,333,9,Most Loyal Customer
15646,4,36,8730,3,2,2,322,7,Loyal Customers
15648,7,28,6720,2,2,2,222,6,Loyal Customers
15649,89,2,540,1,1,1,111,3,Lost Customers
15651,5,32,7480,3,2,2,322,7,Loyal Customers
15652,10,21,5130,2,2,2,222,6,Loyal Customers
15653,168,6,1700,1,1,1,111,3,Lost Customers
15654,30,21,5110,1,2,2,122,5,Attention Needed Customers
15655,1,37,8490,4,2,2,422,8,Loyal Customers
15656,17,47,10900,2,3,3,233,8,Loyal Customers
15657,151,1,310,1,1,1,111,3,Lost Customers
15658,2,56,13860,3,3,3,333,9,Most Loyal Customer
15659,33,11,2720,1,1,1,111,3,Lost Customers
15660,6,94,22800,2,3,3,233,8,Loyal Customers
15661,12,5,1060,2,1,1,211,4,Lost Customers
15663,63,9,2490,1,1,1,111,3,Lost Customers
15664,13,19,4950,2,2,2,222,6,Loyal Customers
15665,2,116,27900,3,4,4,344,11,Most Loyal Customer
15667,28,13,3190,1,1,1,111,3,Lost Customers
15668,270,1,290,1,1,1,111,3,Lost Customers
15669,7,35,8490,2,2,2,222,6,Loyal Customers
15670,50,12,2750,1,1,1,111,3,Lost Customers
15671,3,81,18970,3,3,3,333,9,Most Loyal Customer
15673,1,155,35900,4,4,4,444,12,Most Loyal Customer
15674,6,135,32400,2,4,4,244,10,Most Loyal Customer
15675,39,21,4640,1,2,2,122,5,Attention Needed Customers
15676,1,216,53540,4,4,4,444,12,Most Loyal Customer
15677,9,33,8320,2,2,2,222,6,Loyal Customers
15678,53,12,2970,1,1,1,111,3,Lost Customers
15679,12,110,25950,2,4,4,244,10,Most Loyal Customer
15680,1,78,18760,4,3,3,433,10,Most Loyal Customer
15681,1,67,16290,4,3,3,433,10,Most Loyal Customer
15683,66,10,2510,1,1,1,111,3,Lost Customers
15687,1,168,40790,4,4,4,444,12,Most Loyal Customer
15689,123,9,2170,1,1,1,111,3,Lost Customers
15690,2,19,4190,3,2,2,322,7,Loyal Customers
15691,86,2,470,1,1,1,111,3,Lost Customers
15692,22,12,3070,1,1,1,111,3,Lost Customers
15694,14,79,19170,2,3,3,233,8,Loyal Customers
15695,24,22,5070,1,2,2,122,5,Attention Needed Customers
15696,1,177,42360,4,4,4,444,12,Most Loyal Customer
15699,2,18,4650,3,2,2,322,7,Loyal Customers
15700,1,89,22260,4,3,3,433,10,Most Loyal Customer
15701,1,237,57400,4,4,4,444,12,Most Loyal Customer
15703,108,5,1260,1,1,1,111,3,Lost Customers
15704,4,117,28960,3,4,4,344,11,Most Loyal Customer
15705,8,6,1390,2,1,1,211,4,Lost Customers
15706,7,59,14290,2,3,3,233,8,Loyal Customers
15707,1,214,51920,4,4,4,444,12,Most Loyal Customer
15708,4,297,71100,3,4,4,344,11,Most Loyal Customer
15709,110,6,1300,1,1,1,111,3,Lost Customers
15712,1,53,12360,4,3,3,433,10,Most Loyal Customer
15713,63,20,5090,1,2,2,122,5,Attention Needed Customers
15714,8,35,8210,2,2,2,222,6,Loyal Customers
15716,1,118,27920,4,4,4,444,12,Most Loyal Customer
15717,10,7,1620,2,1,1,211,4,Lost Customers
15719,1,938,223990,4,4,4,444,12,Most Loyal Customer
15720,9,128,30710,2,4,4,244,10,Most Loyal Customer
15721,1,91,22400,4,3,3,433,10,Most Loyal Customer
15722,1,72,16590,4,3,3,433,10,Most Loyal Customer
15723,10,41,10240,2,2,3,223,7,Loyal Customers
15724,18,12,2770,1,1,1,111,3,Lost Customers
15725,4,32,7440,3,2,2,322,7,Loyal Customers
15727,1,302,71680,4,4,4,444,12,Most Loyal Customer
15728,25,4,1150,1,1,1,111,3,Lost Customers
15729,61,6,1390,1,1,1,111,3,Lost Customers
15730,1,73,17720,4,3,3,433,10,Most Loyal Customer
15732,10,14,3320,2,1,1,211,4,Lost Customers
15733,30,10,2580,1,1,1,111,3,Lost Customers
15734,10,26,6450,2,2,2,222,6,Loyal Customers
15737,10,81,19240,2,3,3,233,8,Loyal Customers
15738,1,176,41800,4,4,4,444,12,Most Loyal Customer
15739,91,8,1880,1,1,1,111,3,Lost Customers
15740,21,9,2180,1,1,1,111,3,Lost Customers
15743,2,88,20440,3,3,3,333,9,Most Loyal Customer
15744,58,3,740,1,1,1,111,3,Lost Customers
15745,2,65,15840,3,3,3,333,9,Most Loyal Customer
15746,41,29,6910,1,2,2,122,5,Attention Needed Customers
15747,4,93,22130,3,3,3,333,9,Most Loyal Customer
15748,51,21,5580,1,2,2,122,5,Attention Needed Customers
15749,31,15,3630,1,1,1,111,3,Lost Customers
15750,1,295,70280,4,4,4,444,12,Most Loyal Customer
15752,1,412,99220,4,4,4,444,12,Most Loyal Customer
15753,89,1,330,1,1,1,111,3,Lost Customers
15754,26,29,7090,1,2,2,122,5,Attention Needed Customers
15755,3,149,35410,3,4,4,344,11,Most Loyal Customer
15756,1,192,46570,4,4,4,444,12,Most Loyal Customer
15757,11,45,10590,2,3,3,233,8,Loyal Customers
15758,130,9,2280,1,1,1,111,3,Lost Customers
15759,127,7,1550,1,1,1,111,3,Lost Customers
15762,9,37,8940,2,2,2,222,6,Loyal Customers
15763,4,63,14940,3,3,3,333,9,Most Loyal Customer
15764,2,188,44680,3,4,4,344,11,Most Loyal Customer
15766,23,11,2560,1,1,1,111,3,Lost Customers
15768,10,28,6720,2,2,2,222,6,Loyal Customers
15769,3,147,34750,3,4,4,344,11,Most Loyal Customer
15773,29,10,2590,1,1,1,111,3,Lost Customers
15774,7,25,5850,2,2,2,222,6,Loyal Customers
15775,95,7,1530,1,1,1,111,3,Lost Customers
15776,4,18,4350,3,2,2,322,7,Loyal Customers
15777,4,22,5090,3,2,2,322,7,Loyal Customers
15780,14,29,7120,2,2,2,222,6,Loyal Customers
15781,25,21,5230,1,2,2,122,5,Attention Needed Customers
15782,1,44,10560,4,3,3,433,10,Most Loyal Customer
15783,16,14,3240,2,1,1,211,4,Lost Customers
15785,1,87,20440,4,3,3,433,10,Most Loyal Customer
15786,1,280,67190,4,4,4,444,12,Most Loyal Customer
15787,1,206,48630,4,4,4,444,12,Most Loyal Customer
15789,9,25,6140,2,2,2,222,6,Loyal Customers
15790,38,35,8160,1,2,2,122,5,Attention Needed Customers
15791,7,76,18580,2,3,3,233,8,Loyal Customers
15793,8,13,2780,2,1,1,211,4,Lost Customers
15795,2,42,10390,3,2,3,323,8,Loyal Customers
15796,2,135,30810,3,4,4,344,11,Most Loyal Customer
15797,14,8,1910,2,1,1,211,4,Lost Customers
15799,9,98,23620,2,3,3,233,8,Loyal Customers
15800,1,119,28360,4,4,4,444,12,Most Loyal Customer
15801,2,69,16010,3,3,3,333,9,Most Loyal Customer
15802,209,3,590,1,1,1,111,3,Lost Customers
15803,47,8,1930,1,1,1,111,3,Lost Customers
15804,1,274,66660,4,4,4,444,12,Most Loyal Customer
15805,3,307,72770,3,4,4,344,11,Most Loyal Customer
15806,8,31,7630,2,2,2,222,6,Loyal Customers
15807,2,48,11520,3,3,3,333,9,Most Loyal Customer
15808,1,210,50550,4,4,4,444,12,Most Loyal Customer
15809,34,43,10760,1,3,3,133,7,Potential Loyalists Customers
15810,4,112,26860,3,4,4,344,11,Most Loyal Customer
15811,4,139,32960,3,4,4,344,11,Most Loyal Customer
15812,8,41,9130,2,2,2,222,6,Loyal Customers
15813,16,40,9790,2,2,2,222,6,Loyal Customers
15814,4,74,17860,3,3,3,333,9,Most Loyal Customer
15815,2,49,11960,3,3,3,333,9,Most Loyal Customer
15819,1,123,29750,4,4,4,444,12,Most Loyal Customer
15820,12,17,4470,2,1,2,212,5,Attention Needed Customers
15821,1,62,14790,4,3,3,433,10,Most Loyal Customer
15822,33,33,7640,1,2,2,122,5,Attention Needed Customers
15823,6,17,3940,2,1,1,211,4,Lost Customers
